ACCYMD,PLACE,CARTYPE
114年01月02日 13時19分00秒,南投縣埔里鎮樹人路與和平東路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時19分00秒,南投縣埔里鎮樹人路與和平東路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時19分00秒,彰化縣員林市中山路2段336號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時19分00秒,彰化縣員林市中山路2段336號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時19分00秒,彰化縣員林市中山路二段336號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時19分00秒,彰化縣員林市中山路二段336號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時20分00秒,高雄市燕巢區國道10號 12公里900.0公尺處西側向中線,自用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 13時20分00秒,高雄市燕巢區國道10號 12公里900.0公尺處西側向中線,自用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 13時20分12秒,南投縣草屯鎮富中路378號前,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時20分12秒,南投縣草屯鎮富中路378號前,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時20分33秒,臺南市北區自強街53號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 13時20分33秒,臺南市北區自強街53號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 13時22分00秒,臺南市南區永成路三段493號前,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時22分00秒,臺南市南區永成路三段493號前,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時22分00秒,桃園市楊梅區瑞溪路1段285號,營業用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時22分00秒,桃園市楊梅區瑞溪路1段285號,營業用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時23分00秒,苗栗縣西湖鄉國道3號 138公里200.0公尺處北側向中線,租賃小貨車-小貨車
114年01月02日 13時23分00秒,苗栗縣西湖鄉國道3號 138公里200.0公尺處北側向中線,租賃小貨車-小貨車
114年01月02日 13時24分28秒,桃園市中壢區中山東路二段287號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時24分28秒,桃園市中壢區中山東路二段287號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時25分39秒,高雄市三民區國道1號 366公里400.0公尺處北側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 13時25分39秒,高雄市三民區國道1號 366公里400.0公尺處北側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 13時25分39秒,高雄市三民區國道1號 366公里400.0公尺處北側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 13時25分39秒,高雄市三民區國道1號 366公里400.0公尺處北側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用)
114年01月02日 13時26分00秒,新竹市東區公園路98號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時26分00秒,新竹市東區公園路98號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時26分25秒,雲林縣虎尾鎮林森路一段口 / 雲林縣虎尾鎮新興路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 13時26分25秒,雲林縣虎尾鎮林森路一段口 / 雲林縣虎尾鎮新興路口,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月02日 13時27分00秒,苗栗縣苗栗市玉清街4號,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時27分00秒,苗栗縣苗栗市玉清街4號,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時30分24秒,桃園市大園區國際路一段336號前0.0公尺附近,自用-大貨車;租賃車-小客車(含客、貨兩用)
114年01月02日 13時30分24秒,桃園市大園區國際路一段336號前0.0公尺附近,自用-大貨車;租賃車-小客車(含客、貨兩用)
114年01月02日 13時33分00秒,桃園市桃園區建國路61巷33弄5號附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 13時33分00秒,桃園市桃園區建國路61巷33弄5號附近,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 13時35分00秒,桃園市八德區高城一街21巷34號附近,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時35分00秒,桃園市八德區高城一街21巷34號附近,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 13時35分00秒,彰化縣彰化市曉陽路72號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時35分00秒,彰化縣彰化市曉陽路72號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時35分07秒,新竹縣湖口鄉光復路與光復巷口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時35分07秒,新竹縣湖口鄉光復路與光復巷口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時36分00秒,雲林縣斗六市明德路(靠近家樂福入口處),自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 13時36分00秒,雲林縣斗六市明德路(靠近家樂福入口處),自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 13時39分00秒,桃園市八德區和平路863號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時39分00秒,桃園市八德區和平路863號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時39分00秒,臺南市柳營區光福里中山西路2段口 / 臺南市柳營區光福里福德二街口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 13時39分00秒,臺南市柳營區光福里中山西路2段口 / 臺南市柳營區光福里福德二街口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 13時39分28秒,臺南市安平區平豐路262號前,自用-小客車(含客、貨兩用);計程車-小客車(含客、貨兩用)
114年01月02日 13時39分28秒,臺南市安平區平豐路262號前,自用-小客車(含客、貨兩用);計程車-小客車(含客、貨兩用)
114年01月02日 13時47分00秒,苗栗縣公館鄉國道1號 128公里400.0公尺處南側向內側,自用-小客車(含客、貨兩用);自用-大貨車
114年01月02日 13時47分00秒,苗栗縣公館鄉國道1號 128公里400.0公尺處南側向內側,自用-小客車(含客、貨兩用);自用-大貨車
114年01月02日 13時54分16秒,苗栗縣大湖鄉雪霸國家管理處(水尾坪98號)前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時54分16秒,苗栗縣大湖鄉雪霸國家管理處(水尾坪98號)前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 13時59分43秒,彰化縣大村鄉黃厝村山腳路口 / 彰化縣大村鄉黃厝村學府路口,普通重型-機車;普通重型-機車
114年01月02日 13時59分43秒,彰化縣大村鄉黃厝村山腳路口 / 彰化縣大村鄉黃厝村學府路口,普通重型-機車;普通重型-機車
114年01月02日 14時00分00秒,高雄市路竹區北嶺二路與北嶺五路口,自用-曳引車;自用-小客車(含客、貨兩用)
114年01月02日 14時00分00秒,高雄市路竹區北嶺二路與北嶺五路口,自用-曳引車;自用-小客車(含客、貨兩用)
114年01月02日 14時00分33秒,新竹市東區東大路一段116-1號前,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 14時00分33秒,新竹市東區東大路一段116-1號前,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 14時02分47秒,彰化縣福興鄉縣144北岸與番花路二段口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時02分47秒,彰化縣福興鄉縣144北岸與番花路二段口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時05分12秒,宜蘭縣宜蘭市中山路5段口 / 宜蘭縣宜蘭市宜興路3段口,自用-小貨車;普通重型-機車
114年01月02日 14時05分12秒,宜蘭縣宜蘭市中山路5段口 / 宜蘭縣宜蘭市宜興路3段口,自用-小貨車;普通重型-機車
114年01月02日 14時06分00秒,臺南市東區大學路18巷16號南側,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 14時06分00秒,臺南市東區大學路18巷16號南側,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 14時06分11秒,桃園市大園區三民路口 / 桃園市大園區拔子林二路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時06分11秒,桃園市大園區三民路口 / 桃園市大園區拔子林二路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時07分00秒,桃園市龜山區文化三路口 / 桃園市龜山區復興一路口,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 14時07分00秒,桃園市龜山區文化三路口 / 桃園市龜山區復興一路口,營業用-大貨車;自用-小客車(含客、貨兩用)
114年01月02日 14時08分18秒,宜蘭縣蘇澳鎮中山路二段1號,自用-小客車(含客、貨兩用);營業用-曳引車
114年01月02日 14時08分18秒,宜蘭縣蘇澳鎮中山路二段1號,自用-小客車(含客、貨兩用);營業用-曳引車
114年01月02日 14時09分00秒,彰化縣秀水鄉莊雅村寶溪巷33號前,營業用-曳引車;自用-小客車(含客、貨兩用)
114年01月02日 14時09分00秒,彰化縣秀水鄉莊雅村寶溪巷33號前,營業用-曳引車;自用-小客車(含客、貨兩用)
114年01月02日 14時10分00秒,桃園市桃園區復興路口 / 桃園市桃園區重慶街口,民營客運-大客車;自用-小客車(含客、貨兩用)
114年01月02日 14時10分00秒,桃園市桃園區復興路口 / 桃園市桃園區重慶街口,民營客運-大客車;自用-小客車(含客、貨兩用)
114年01月02日 14時10分00秒,桃園市楊梅區中山南路路燈桿0400328號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時10分00秒,桃園市楊梅區中山南路路燈桿0400328號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時12分00秒,花蓮縣吉安鄉廣賢路一段317號前0.0公尺,自用-小客車(含客、貨兩用)
114年01月02日 14時12分00秒,花蓮縣吉安鄉廣賢路一段317號前0.0公尺,自用-小客車(含客、貨兩用)
114年01月02日 14時12分00秒,彰化縣鹿港鎮民權路286號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時12分00秒,彰化縣鹿港鎮民權路286號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時15分00秒,新北市泰山區國道1號 34公里100.0公尺處南側向外側,自用-小貨車;營業用-半聯結車
114年01月02日 14時15分00秒,新北市泰山區國道1號 34公里100.0公尺處南側向外側,自用-小貨車;營業用-半聯結車
114年01月02日 14時15分56秒,桃園市桃園區大興西路三段附近 / 桃園市桃園區溫州一路,自用-小貨車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時15分56秒,桃園市桃園區大興西路三段附近 / 桃園市桃園區溫州一路,自用-小貨車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時15分56秒,桃園市桃園區大興西路三段附近 / 桃園市桃園區溫州一路,自用-小貨車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時16分00秒,桃園市楊梅區老莊路上,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 14時16分00秒,桃園市楊梅區老莊路上,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月02日 14時16分37秒,臺南市東區中華東路3段268-2號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時16分37秒,臺南市東區中華東路3段268-2號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時18分00秒,臺南市白河區中山路口 / 臺南市白河區復興街口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 14時18分00秒,臺南市白河區中山路口 / 臺南市白河區復興街口,自用-小客車(含客、貨兩用);普通重型-機車
114年01月02日 14時18分00秒,臺南市安南區怡安路二段口 / 臺南市安南區同安路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時18分00秒,臺南市安南區怡安路二段口 / 臺南市安南區同安路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月02日 14時18分16秒,屏東縣枋山鄉台26線 6公里800.0公尺處北側,自用-小客車(含客、貨兩用);自用-小貨車
114年01月02日 14時18分16秒,屏東縣枋山鄉台26線 6公里800.0公尺處北側,自用-小客車(含客、貨兩用);自用-小貨車
